age,annual_income,employment_years,credit_score,loan_amount,loan_term_months,debt_to_income,dependents,education,self_employed,property_area,existing_loans,loan_status
30,53793.0,12,639,39925.0,60,0.385,1,High School,No,Rural,0,Rejected
63,16444.0,28,779,24360.0,36,0.557,2,Bachelor,No,Semiurban,3,Approved
47,18083.0,3,844,21603.0,24,0.242,1,Master,Yes,Semiurban,2,Approved
48,59057.0,22,607,52903.0,24,0.258,0,Master,No,Urban,1,Approved
35,45168.0,17,744,6226.0,36,0.216,1,Bachelor,No,Urban,3,Approved
62,29938.0,6,474,40333.0,48,0.249,0,Master,Yes,Urban,3,Rejected
22,57019.0,4,740,13208.0,48,0.508,1,Bachelor,No,Rural,1,Approved
34,58595.0,16,550,36680.0,12,0.294,2,High School,Yes,Urban,3,Rejected
39,92459.0,10,651,19465.0,12,0.408,0,Bachelor,No,Urban,3,Approved
42,59291.0,7,592,8024.0,60,0.168,2,Bachelor,No,Urban,1,Rejected
42,108088.0,12,674,13035.0,48,0.408,0,Master,Yes,Semiurban,3,Approved
27,55242.0,9,753,34970.0,24,0.355,0,Bachelor,No,Urban,3,Approved
31,51619.0,13,551,15701.0,12,0.133,0,High School,No,Urban,2,Rejected
25,98761.0,7,663,12018.0,24,0.46,0,High School,No,Urban,3,Approved
46,32111.0,11,651,11966.0,48,0.129,2,Bachelor,Yes,Rural,1,Approved
36,258599.0,18,809,27326.0,48,0.122,2,Master,Yes,Urban,2,Approved
46,67608.0,17,722,56164.0,48,0.414,2,Bachelor,Yes,Urban,2,Rejected
47,67815.0,28,602,4476.0,48,0.205,2,High School,No,Semiurban,2,Approved
52,73416.0,22,655,111143.0,60,0.308,2,High School,Yes,Urban,1,Rejected
45,154433.0,27,807,20549.0,36,0.112,2,Bachelor,No,Rural,1,Approved
50,85048.0,6,744,26246.0,36,0.128,1,Bachelor,No,Semiurban,0,Approved
47,22750.0,29,621,13556.0,36,0.217,0,Master,No,Semiurban,1,Approved
50,119014.0,29,670,17959.0,60,0.136,3,Doctorate,No,Urban,0,Approved
48,45597.0,1,672,20399.0,36,0.161,1,Bachelor,No,Urban,2,Approved
35,58339.0,11,650,9102.0,36,0.306,3,Bachelor,Yes,Rural,1,Approved
32,27214.0,12,562,10662.0,48,0.479,3,High School,Yes,Urban,0,Rejected
56,73460.0,13,639,38875.0,24,0.217,1,Bachelor,No,Semiurban,1,Rejected
36,38439.0,18,794,6562.0,36,0.229,3,Bachelor,No,Semiurban,3,Approved
45,58115.0,21,661,23976.0,48,0.398,0,High School,No,Urban,0,Approved
29,47044.0,6,682,14147.0,60,0.267,2,High School,No,Semiurban,0,Approved
40,158553.0,18,701,9640.0,24,0.237,2,Master,Yes,Semiurban,1,Approved
44,163625.0,26,850,64853.0,36,0.138,2,Bachelor,No,Rural,2,Approved
49,56425.0,13,691,9679.0,60,0.189,1,Bachelor,No,Urban,3,Approved
44,56970.0,26,772,8635.0,48,0.371,0,Bachelor,Yes,Urban,3,Approved
37,44788.0,19,645,15940.0,48,0.242,0,Bachelor,No,Urban,0,Approved
64,101052.0,28,671,10922.0,24,0.13,1,High School,Yes,Urban,1,Approved
44,45898.0,26,691,18075.0,24,0.403,1,Master,No,Rural,3,Approved
57,43624.0,0,632,19913.0,36,0.268,0,High School,No,Semiurban,2,Rejected
54,94213.0,24,675,20966.0,24,0.141,1,High School,No,Urban,0,Approved
46,40906.0,5,757,16607.0,48,0.194,1,Bachelor,No,Urban,1,Approved
60,53870.0,25,630,11404.0,48,0.377,0,Bachelor,No,Semiurban,1,Approved
26,23049.0,8,690,27346.0,60,0.144,0,Bachelor,No,Urban,0,Rejected
62,81015.0,8,743,16740.0,24,0.243,3,Master,No,Urban,3,Approved
59,159942.0,2,628,13043.0,36,0.349,2,High School,No,Semiurban,2,Approved
43,81778.0,13,772,47104.0,48,0.275,1,High School,No,Semiurban,0,Approved
54,122894.0,9,695,16635.0,24,0.272,1,High School,No,Urban,0,Approved
44,34535.0,17,678,36604.0,24,0.13,0,High School,Yes,Semiurban,2,Approved
33,62634.0,2,539,39958.0,36,0.322,0,Master,No,Semiurban,2,Rejected
56,32740.0,1,662,41569.0,24,0.298,2,Bachelor,No,Semiurban,3,Rejected
32,48524.0,13,718,28209.0,12,0.057,0,High School,No,Urban,3,Approved
35,84104.0,17,821,17993.0,36,0.312,0,Bachelor,No,Rural,2,Approved
44,58168.0,9,733,17266.0,60,0.48,1,Master,No,Semiurban,0,Approved
58,25289.0,10,774,15359.0,12,0.482,2,Master,No,Urban,0,Approved
38,26684.0,5,599,4401.0,36,0.308,1,Bachelor,Yes,Semiurban,0,Approved
43,25731.0,8,680,28720.0,36,0.188,2,Bachelor,No,Semiurban,2,Rejected
22,72070.0,4,782,21100.0,36,0.402,3,High School,No,Rural,2,Approved
26,171139.0,8,623,30783.0,36,0.212,3,Master,Yes,Semiurban,0,Approved
23,116360.0,5,762,16682.0,12,0.179,1,Master,Yes,Urban,1,Approved
24,19386.0,6,745,27730.0,12,0.552,0,Bachelor,No,Urban,1,Rejected
60,120172.0,21,711,7352.0,36,0.067,1,Bachelor,No,Urban,1,Approved
58,92052.0,10,665,8418.0,60,0.457,3,Bachelor,Yes,Urban,0,Approved
57,23510.0,23,616,3600.0,36,0.224,2,Bachelor,Yes,Semiurban,1,Approved
23,46552.0,5,823,16495.0,36,0.353,3,Bachelor,No,Semiurban,3,Approved
24,100471.0,6,737,10894.0,60,0.276,1,Bachelor,No,Urban,2,Approved
33,74446.0,15,716,10006.0,48,0.396,0,Doctorate,No,Rural,3,Approved
46,26771.0,28,659,22374.0,48,0.235,1,Bachelor,No,Rural,3,Approved
36,76957.0,7,693,13651.0,36,0.211,3,High School,Yes,Semiurban,0,Approved
42,16974.0,24,702,7091.0,60,0.318,0,Bachelor,No,Semiurban,1,Approved
28,48656.0,6,720,94111.0,36,0.376,1,Bachelor,No,Urban,2,Rejected
53,102844.0,4,745,17572.0,48,0.199,1,High School,No,Rural,2,Approved
35,55559.0,17,631,8902.0,48,0.184,1,Bachelor,Yes,Urban,3,Rejected
23,41801.0,5,580,11646.0,36,0.41,1,High School,Yes,Semiurban,3,Rejected
54,89700.0,2,696,16084.0,60,0.212,1,Bachelor,No,Semiurban,1,Approved
61,94014.0,18,559,16062.0,60,0.249,3,High School,Yes,Urban,2,Approved
21,113053.0,3,666,41963.0,36,0.393,0,Bachelor,No,Urban,3,Approved
40,88963.0,6,652,17094.0,24,0.353,2,Master,Yes,Semiurban,2,Approved
58,99692.0,16,727,60115.0,48,0.458,0,High School,No,Urban,0,Approved
52,82305.0,21,839,13589.0,36,0.188,0,High School,No,Urban,3,Approved
59,63648.0,17,544,23749.0,36,0.272,0,Bachelor,No,Rural,0,Rejected
39,57775.0,16,850,34976.0,24,0.286,0,Bachelor,No,Semiurban,2,Approved
37,48271.0,19,673,39143.0,48,0.425,1,Doctorate,No,Semiurban,0,Approved
52,28234.0,6,716,42228.0,60,0.088,0,Bachelor,No,Urban,1,Approved
27,32522.0,9,584,15083.0,24,0.096,0,Master,Yes,Urban,3,Rejected
31,47098.0,9,765,17936.0,48,0.083,3,High School,No,Urban,0,Approved
48,62811.0,30,693,3592.0,60,0.375,2,High School,Yes,Urban,2,Approved
51,121484.0,7,685,15847.0,24,0.403,3,Master,No,Urban,1,Approved
26,53750.0,8,545,36587.0,24,0.266,2,High School,No,Rural,0,Rejected
43,95511.0,19,696,32243.0,36,0.083,1,Bachelor,No,Urban,2,Approved
37,99580.0,6,753,17016.0,60,0.557,1,Bachelor,No,Urban,1,Approved
43,48426.0,23,672,54316.0,36,0.277,3,Master,No,Rural,3,Rejected
64,76280.0,7,778,14024.0,24,0.259,1,Bachelor,No,Rural,1,Approved
24,48105.0,6,775,11301.0,24,0.402,1,Master,No,Rural,2,Approved
65,113807.0,10,642,13277.0,36,0.232,0,Bachelor,No,Urban,3,Approved
41,78026.0,21,810,8678.0,12,0.195,0,High School,Yes,Urban,1,Approved
55,28576.0,12,693,26975.0,48,0.139,2,High School,No,Semiurban,1,Approved
40,60110.0,17,694,21712.0,12,0.384,0,Bachelor,No,Rural,1,Approved
34,136155.0,16,697,26759.0,48,0.254,0,High School,No,Urban,0,Approved
55,49782.0,6,695,13750.0,48,0.342,2,High School,No,Rural,3,Approved
51,70357.0,7,493,17333.0,60,0.363,2,Bachelor,Yes,Semiurban,0,Rejected
27,74260.0,9,676,4368.0,24,0.363,3,Bachelor,No,Urban,3,Approved
52,31099.0,6,588,22987.0,36,0.481,2,Bachelor,No,Semiurban,2,Rejected
54,72837.0,28,812,19194.0,48,0.299,0,Doctorate,No,Urban,0,Approved
38,25552.0,11,809,8802.0,36,0.312,1,High School,Yes,Urban,0,Approved
62,38987.0,12,754,16816.0,24,0.49,0,Doctorate,Yes,Urban,0,Approved
49,99383.0,20,672,15222.0,24,0.159,0,Bachelor,No,Urban,3,Approved
36,66923.0,18,614,56666.0,36,0.111,3,Master,No,Urban,0,Approved
21,46519.0,3,641,9031.0,36,0.399,2,Bachelor,No,Semiurban,3,Approved
51,70308.0,17,836,22327.0,60,0.359,0,High School,No,Rural,0,Approved
30,53212.0,12,638,8858.0,60,0.063,1,Bachelor,No,Urban,2,Approved
55,55382.0,27,513,12525.0,48,0.222,3,Master,No,Urban,2,Rejected
44,78932.0,6,767,21548.0,60,0.255,1,Bachelor,No,Semiurban,2,Approved
42,36866.0,4,803,15689.0,48,0.399,0,Master,No,Urban,1,Approved
28,56234.0,10,814,17930.0,24,0.336,0,High School,No,Urban,0,Approved
53,46321.0,25,768,22346.0,12,0.138,1,Doctorate,No,Urban,1,Approved
28,22994.0,10,780,13059.0,60,0.452,1,Master,No,Semiurban,0,Approved
39,33151.0,21,694,31979.0,36,0.42,2,Master,Yes,Rural,3,Approved
58,130301.0,21,534,14758.0,60,0.141,0,Bachelor,Yes,Semiurban,0,Approved
62,67961.0,7,692,16894.0,24,0.581,1,Master,Yes,Semiurban,2,Approved
65,26559.0,18,737,22765.0,24,0.325,0,Bachelor,No,Semiurban,2,Approved
64,23574.0,5,680,20862.0,48,0.392,0,Bachelor,No,Rural,1,Rejected
46,51710.0,16,676,27361.0,60,0.301,0,Master,No,Semiurban,0,Approved
30,129799.0,6,618,22118.0,60,0.309,1,High School,No,Urban,2,Approved
58,49631.0,2,615,24416.0,24,0.353,1,Master,No,Urban,2,Rejected
57,112864.0,29,828,14569.0,36,0.365,0,Bachelor,No,Urban,1,Approved
65,66746.0,27,831,8986.0,48,0.442,3,High School,No,Urban,2,Approved
50,71273.0,21,690,7116.0,60,0.356,0,Bachelor,No,Semiurban,2,Approved
27,26382.0,9,711,6076.0,24,0.279,2,Bachelor,No,Semiurban,3,Approved
43,92109.0,7,616,56608.0,36,0.196,3,High School,No,Semiurban,1,Approved
41,45747.0,17,738,4272.0,24,0.096,0,Bachelor,No,Urban,3,Approved
58,88414.0,23,822,39107.0,48,0.388,0,Bachelor,Yes,Rural,1,Approved
38,35147.0,16,575,10557.0,24,0.402,0,Bachelor,Yes,Urban,2,Rejected
35,60625.0,8,725,38922.0,60,0.45,3,High School,No,Semiurban,1,Approved
24,66749.0,6,730,4300.0,24,0.528,1,High School,No,Semiurban,1,Approved
58,50532.0,26,730,15449.0,48,0.234,0,High School,No,Semiurban,2,Approved
54,68706.0,7,813,46316.0,48,0.066,0,High School,Yes,Urban,3,Approved
22,47504.0,4,843,28616.0,24,0.194,0,Master,No,Semiurban,1,Approved
40,38488.0,22,672,14457.0,24,0.184,1,Bachelor,Yes,Rural,0,Approved
42,133000.0,24,740,5091.0,36,0.482,2,Master,No,Rural,1,Approved
42,97930.0,15,696,7620.0,48,0.244,1,Bachelor,Yes,Urban,0,Approved
62,36193.0,6,643,44403.0,48,0.681,0,High School,No,Urban,2,Rejected
27,75187.0,1,710,14354.0,36,0.28,2,Master,No,Rural,2,Approved
34,36557.0,16,740,17179.0,24,0.359,3,Master,No,Urban,1,Approved
29,28667.0,11,706,21643.0,60,0.418,1,High School,Yes,Semiurban,3,Approved
31,97118.0,3,624,7718.0,24,0.056,2,Bachelor,No,Rural,0,Approved
61,21544.0,28,655,23456.0,36,0.03,3,Bachelor,No,Urban,0,Approved
63,91570.0,30,656,13703.0,60,0.161,1,Bachelor,No,Urban,2,Approved
23,47863.0,5,627,21786.0,60,0.361,0,Bachelor,No,Semiurban,3,Rejected
49,48959.0,20,714,12362.0,24,0.221,1,Bachelor,No,Urban,0,Approved
31,68903.0,12,721,6474.0,24,0.216,0,Bachelor,No,Semiurban,1,Approved
29,75716.0,11,763,13634.0,36,0.464,0,Bachelor,No,Urban,2,Approved
34,34912.0,16,626,27300.0,36,0.176,2,Bachelor,No,Semiurban,2,Approved
29,81621.0,11,647,23255.0,48,0.067,2,Bachelor,Yes,Urban,3,Approved
43,58539.0,24,807,18366.0,36,0.231,2,High School,No,Urban,2,Approved
65,27564.0,5,678,32271.0,36,0.137,2,High School,Yes,Urban,3,Rejected
47,50094.0,20,692,15769.0,36,0.309,3,Bachelor,No,Urban,2,Approved
53,117570.0,30,677,18671.0,48,0.146,2,Bachelor,No,Rural,0,Approved
43,138305.0,25,775,13178.0,48,0.454,3,Bachelor,No,Urban,3,Approved
21,81604.0,1,778,33521.0,36,0.438,3,Bachelor,Yes,Urban,1,Approved
24,28578.0,3,773,21755.0,24,0.124,0,High School,No,Semiurban,1,Approved
33,72036.0,15,692,12533.0,36,0.098,3,Bachelor,No,Semiurban,2,Approved
31,87822.0,13,625,6838.0,48,0.351,4,Bachelor,Yes,Rural,2,Approved
58,81980.0,26,834,36914.0,48,0.1,0,Bachelor,Yes,Urban,2,Approved
58,84695.0,28,754,11098.0,60,0.283,1,Bachelor,Yes,Semiurban,2,Approved
59,67163.0,4,656,18863.0,60,0.081,0,Bachelor,No,Urban,2,Approved
49,52853.0,16,797,83060.0,36,0.309,1,Bachelor,Yes,Semiurban,3,Approved
46,39359.0,22,650,30306.0,60,0.474,1,Master,Yes,Semiurban,0,Approved
50,19365.0,19,796,51296.0,36,0.304,0,Bachelor,No,Urban,3,Approved
39,66296.0,21,801,12687.0,36,0.122,2,Master,No,Semiurban,2,Approved
51,60926.0,6,621,36108.0,36,0.089,1,Master,No,Semiurban,1,Approved
56,74739.0,14,734,18315.0,48,0.306,0,High School,No,Rural,1,Approved
55,26356.0,13,749,22835.0,48,0.064,2,Master,No,Urban,0,Approved
48,78421.0,29,850,66948.0,36,0.187,3,Bachelor,No,Urban,1,Approved
23,170261.0,5,634,15018.0,60,0.083,0,Doctorate,No,Semiurban,3,Approved
53,57425.0,10,797,18227.0,60,0.056,1,Master,Yes,Urban,3,Approved
37,53166.0,0,691,10007.0,60,0.03,0,Bachelor,No,Semiurban,0,Approved
54,65189.0,4,597,32069.0,36,0.333,0,Bachelor,No,Semiurban,2,Rejected
45,168194.0,27,681,12503.0,60,0.112,1,Bachelor,No,Urban,1,Approved
60,31322.0,26,690,34992.0,48,0.291,0,Bachelor,No,Semiurban,0,Approved
36,61504.0,8,611,6159.0,48,0.333,2,Bachelor,No,Urban,2,Approved
62,35429.0,21,713,25713.0,36,0.285,0,Bachelor,No,Semiurban,0,Approved
59,40710.0,18,762,11846.0,60,0.344,2,Bachelor,No,Semiurban,0,Approved
35,53520.0,17,708,28940.0,48,0.208,0,Bachelor,No,Rural,1,Approved
42,115395.0,9,649,17842.0,36,0.281,3,Master,No,Urban,3,Approved
44,148099.0,26,679,12710.0,60,0.559,1,Bachelor,Yes,Semiurban,0,Approved
55,70373.0,11,690,14001.0,24,0.481,0,Bachelor,No,Semiurban,1,Approved
52,44710.0,22,706,10357.0,48,0.305,0,Master,Yes,Semiurban,3,Approved
59,216662.0,12,773,31029.0,36,0.116,1,Master,No,Semiurban,1,Approved
37,43475.0,19,710,9104.0,36,0.345,3,Bachelor,No,Urban,1,Approved
43,40174.0,10,585,15131.0,36,0.21,1,High School,No,Urban,2,Rejected
40,20720.0,22,648,22528.0,36,0.176,1,Bachelor,Yes,Semiurban,0,Approved
61,118532.0,19,702,51375.0,36,0.186,2,Bachelor,No,Semiurban,0,Approved
34,93678.0,8,774,17892.0,12,0.342,0,High School,No,Semiurban,1,Approved
47,207914.0,29,787,15375.0,12,0.249,2,Master,Yes,Rural,2,Approved
26,25613.0,8,823,21504.0,48,0.337,0,High School,No,Urban,0,Approved
59,122649.0,13,700,4677.0,36,0.189,2,High School,No,Urban,0,Approved
38,57163.0,4,747,8259.0,12,0.403,3,Bachelor,No,Urban,0,Approved
36,85686.0,18,581,14103.0,24,0.116,0,Bachelor,No,Urban,2,Approved
47,22221.0,23,722,11324.0,24,0.347,0,Bachelor,No,Urban,2,Approved
43,123319.0,20,609,6359.0,12,0.349,2,Bachelor,No,Urban,1,Approved
59,84768.0,25,685,31435.0,60,0.468,2,Master,No,Rural,0,Approved
44,53835.0,18,850,21311.0,36,0.166,1,High School,No,Urban,3,Approved
44,78425.0,7,713,19718.0,36,0.397,1,Master,No,Rural,2,Approved
25,36101.0,7,625,11465.0,36,0.427,0,Bachelor,No,Urban,0,Rejected
21,39990.0,2,721,18953.0,24,0.179,2,Bachelor,No,Semiurban,2,Approved
38,42625.0,1,651,25148.0,48,0.188,0,Master,No,Semiurban,3,Rejected
65,19853.0,22,618,15153.0,60,0.351,1,Master,Yes,Urban,2,Rejected
62,88349.0,26,848,24031.0,24,0.21,0,Bachelor,No,Urban,1,Approved
49,105923.0,5,770,10729.0,24,0.562,0,Bachelor,No,Semiurban,0,Approved
49,37397.0,17,716,19177.0,48,0.165,2,High School,No,Rural,1,Approved
38,66609.0,3,661,37826.0,24,0.379,1,Bachelor,No,Semiurban,1,Rejected
28,47526.0,10,667,40092.0,24,0.104,1,Bachelor,Yes,Semiurban,0,Approved
21,65883.0,3,806,42662.0,48,0.33,3,Bachelor,No,Rural,3,Approved
36,38946.0,18,713,21671.0,48,0.287,1,Master,No,Semiurban,0,Approved
35,33833.0,17,459,18374.0,24,0.365,2,Bachelor,Yes,Semiurban,1,Rejected
29,98099.0,9,850,13446.0,60,0.235,3,Bachelor,No,Rural,0,Approved
32,53101.0,14,704,5559.0,24,0.471,2,Bachelor,No,Semiurban,2,Approved
22,167251.0,4,716,7510.0,36,0.468,0,Bachelor,No,Semiurban,0,Approved
48,56419.0,10,772,16137.0,48,0.1,0,Doctorate,No,Semiurban,3,Approved
62,33049.0,10,725,16777.0,48,0.403,1,Master,No,Semiurban,2,Approved
52,108002.0,3,746,45075.0,36,0.066,0,High School,No,Urban,2,Approved
41,77810.0,23,658,42309.0,48,0.109,0,Master,Yes,Semiurban,2,Approved
39,82032.0,6,598,11521.0,48,0.151,0,Doctorate,No,Rural,3,Rejected
34,105865.0,8,711,30639.0,60,0.19,0,High School,No,Semiurban,0,Approved
27,38409.0,9,797,13201.0,36,0.291,1,Bachelor,No,Rural,2,Approved
47,51282.0,4,641,28052.0,36,0.185,0,Bachelor,No,Rural,0,Approved
46,50051.0,24,635,30395.0,48,0.213,0,Bachelor,No,Semiurban,0,Approved
21,27043.0,3,782,40356.0,24,0.429,2,Master,No,Urban,0,Approved
39,47577.0,4,656,13068.0,48,0.34,3,Master,No,Semiurban,1,Approved
33,114703.0,5,659,34802.0,36,0.324,1,High School,No,Rural,1,Approved
28,62669.0,0,662,5328.0,36,0.321,3,High School,Yes,Urban,0,Approved
52,26233.0,29,685,41801.0,48,0.112,0,High School,No,Urban,0,Approved
44,23374.0,13,572,17710.0,48,0.239,2,Master,Yes,Urban,3,Rejected
49,137409.0,20,650,17956.0,24,0.044,1,High School,No,Semiurban,0,Approved
53,52335.0,4,707,4788.0,36,0.035,1,Bachelor,Yes,Semiurban,0,Approved
65,38523.0,7,707,13982.0,60,0.306,2,Bachelor,Yes,Semiurban,1,Approved
57,47306.0,16,777,43442.0,60,0.245,2,High School,No,Semiurban,2,Approved
48,24406.0,6,828,13640.0,36,0.03,0,High School,Yes,Semiurban,2,Approved
60,120306.0,19,803,28620.0,24,0.151,1,Master,No,Urban,2,Approved
42,44308.0,24,759,18409.0,36,0.352,2,Bachelor,No,Semiurban,0,Approved
65,116676.0,9,679,35913.0,36,0.473,1,Bachelor,No,Semiurban,1,Approved
55,56585.0,18,643,20386.0,12,0.383,0,Bachelor,No,Semiurban,3,Approved
50,120732.0,28,691,9823.0,60,0.331,0,High School,No,Semiurban,1,Approved
61,63340.0,27,734,18673.0,36,0.262,0,Bachelor,No,Semiurban,2,Approved
44,87936.0,0,752,50966.0,36,0.325,1,High School,No,Semiurban,0,Approved
53,81682.0,3,737,24874.0,36,0.055,1,High School,No,Urban,3,Approved
33,77490.0,15,681,16688.0,12,0.338,0,High School,Yes,Semiurban,3,Approved
64,66600.0,28,749,77992.0,36,0.198,2,Bachelor,No,Rural,1,Approved
49,48389.0,9,785,38239.0,36,0.391,2,High School,No,Semiurban,0,Approved
56,157720.0,16,756,30608.0,36,0.454,0,High School,Yes,Semiurban,1,Approved
41,33399.0,17,688,22124.0,48,0.33,0,Master,Yes,Semiurban,3,Approved
60,55130.0,20,627,28935.0,36,0.503,3,Bachelor,No,Urban,3,Rejected
24,55452.0,6,626,29552.0,36,0.325,3,Master,Yes,Rural,2,Approved
26,68626.0,8,639,4356.0,60,0.079,4,Master,No,Urban,2,Approved
43,43429.0,25,709,23268.0,36,0.362,2,Bachelor,No,Urban,2,Approved
53,65395.0,1,729,16214.0,36,0.235,3,Bachelor,Yes,Urban,0,Approved
57,50122.0,1,584,13007.0,60,0.443,0,Doctorate,Yes,Semiurban,0,Rejected
40,23041.0,22,652,15853.0,36,0.066,0,Bachelor,No,Semiurban,2,Approved
50,55290.0,5,708,6547.0,36,0.052,0,High School,No,Urban,1,Approved
45,30025.0,27,623,5570.0,48,0.15,1,High School,No,Rural,2,Rejected
64,21188.0,8,723,40472.0,36,0.078,0,Master,No,Semiurban,1,Approved
50,59300.0,11,667,24307.0,60,0.425,1,High School,No,Rural,3,Rejected
39,71928.0,0,636,3751.0,36,0.417,0,Master,No,Semiurban,3,Rejected
64,73480.0,29,694,12376.0,36,0.154,1,Bachelor,No,Semiurban,2,Approved
25,75134.0,7,719,31904.0,12,0.415,3,Bachelor,No,Rural,3,Approved
65,18999.0,5,626,15005.0,24,0.08,2,Bachelor,No,Rural,2,Rejected
27,26018.0,9,672,40432.0,36,0.478,1,Bachelor,No,Semiurban,0,Rejected
33,162840.0,4,725,35613.0,24,0.361,0,High School,No,Urban,1,Approved
57,30919.0,24,633,7452.0,36,0.468,0,Bachelor,Yes,Urban,0,Rejected
54,76961.0,2,566,16399.0,36,0.246,1,Bachelor,No,Urban,2,Rejected
64,37695.0,15,575,13452.0,12,0.058,0,Bachelor,Yes,Urban,2,Rejected
54,57464.0,12,659,7296.0,36,0.275,2,Bachelor,No,Semiurban,0,Approved
49,38824.0,1,591,6994.0,48,0.175,3,Bachelor,No,Semiurban,1,Rejected
36,74902.0,1,664,10660.0,36,0.245,0,Bachelor,No,Semiurban,3,Approved
21,59297.0,3,815,11867.0,48,0.354,0,Master,No,Rural,3,Approved
26,42982.0,8,587,21638.0,24,0.481,0,High School,Yes,Urban,2,Rejected
34,30869.0,4,669,35485.0,24,0.139,2,Master,No,Rural,1,Rejected
22,63727.0,4,850,25134.0,60,0.467,0,Bachelor,No,Rural,2,Approved
43,28229.0,24,721,29315.0,60,0.11,2,Bachelor,No,Semiurban,0,Approved
55,69578.0,22,662,15136.0,36,0.267,1,Bachelor,No,Rural,2,Approved
64,233201.0,18,678,26638.0,36,0.323,1,Bachelor,No,Rural,3,Approved
43,115576.0,25,722,16345.0,60,0.03,2,High School,No,Semiurban,0,Approved
60,81649.0,2,817,13510.0,36,0.569,0,Bachelor,Yes,Semiurban,2,Approved
65,52470.0,21,650,61774.0,24,0.437,2,Bachelor,Yes,Semiurban,0,Rejected
59,18935.0,23,633,3957.0,24,0.235,0,High School,Yes,Semiurban,2,Approved
41,26578.0,6,587,5327.0,24,0.324,2,High School,No,Rural,2,Rejected
35,111371.0,16,698,23084.0,48,0.401,3,Master,No,Urban,3,Approved
65,35622.0,23,585,15152.0,36,0.153,0,Master,No,Urban,2,Rejected
31,37440.0,13,655,7073.0,36,0.059,1,Bachelor,Yes,Rural,0,Approved
39,50211.0,7,622,9069.0,24,0.437,2,High School,No,Semiurban,3,Rejected
24,30668.0,6,771,9870.0,24,0.364,0,Bachelor,No,Urban,1,Approved
56,28011.0,23,652,32149.0,48,0.174,1,Master,No,Semiurban,2,Approved
50,53494.0,0,720,39585.0,60,0.202,0,Master,Yes,Urban,3,Approved
24,33683.0,6,570,52252.0,36,0.262,2,Master,No,Semiurban,1,Rejected
30,36590.0,12,700,6408.0,48,0.354,1,Bachelor,No,Rural,0,Approved
45,35790.0,11,600,7402.0,36,0.297,1,Bachelor,Yes,Semiurban,2,Rejected
45,73305.0,1,658,7080.0,36,0.033,2,High School,No,Rural,1,Approved
57,48408.0,2,850,41601.0,36,0.134,2,Bachelor,No,Urban,2,Approved
32,49855.0,14,760,23608.0,24,0.294,0,Master,No,Semiurban,3,Approved
62,76375.0,25,680,18963.0,36,0.265,0,High School,No,Semiurban,2,Approved
41,50867.0,12,850,20898.0,60,0.18,0,High School,No,Urban,0,Approved
58,47195.0,29,621,17348.0,12,0.197,3,Master,No,Rural,3,Approved
31,71242.0,13,777,8685.0,36,0.031,1,Master,Yes,Urban,1,Approved
22,79427.0,4,575,25127.0,60,0.649,0,High School,No,Rural,2,Rejected
23,50726.0,5,672,15949.0,48,0.374,1,Bachelor,No,Urban,1,Rejected
37,57493.0,19,589,8250.0,36,0.313,1,High School,No,Rural,3,Rejected
63,35779.0,18,709,26145.0,24,0.385,1,High School,No,Rural,1,Approved
23,34259.0,5,694,13648.0,60,0.35,1,High School,No,Rural,1,Approved
37,83962.0,19,667,20868.0,24,0.181,0,Bachelor,No,Semiurban,3,Approved
25,70249.0,6,772,16596.0,36,0.073,0,High School,Yes,Urban,3,Approved
62,70651.0,20,647,32129.0,24,0.122,2,Master,No,Semiurban,0,Approved
51,64187.0,22,715,20769.0,36,0.041,2,High School,No,Semiurban,0,Approved
55,56416.0,25,752,10135.0,48,0.393,2,High School,No,Urban,3,Approved
53,80669.0,10,579,22191.0,60,0.508,0,High School,No,Urban,3,Rejected
50,91987.0,26,634,22667.0,36,0.364,4,Bachelor,No,Semiurban,1,Approved
55,90786.0,15,694,25097.0,60,0.137,0,Master,No,Semiurban,1,Approved
21,52034.0,3,737,35293.0,36,0.382,2,High School,Yes,Rural,2,Rejected
59,117940.0,4,797,12061.0,36,0.293,2,Bachelor,Yes,Semiurban,2,Approved
54,62364.0,9,674,27786.0,24,0.453,0,High School,Yes,Semiurban,1,Approved
54,77878.0,30,666,5866.0,24,0.601,0,High School,No,Semiurban,2,Approved
38,64231.0,20,625,16650.0,36,0.204,2,High School,No,Rural,1,Approved
57,63003.0,22,715,15057.0,48,0.095,1,High School,No,Urban,1,Approved
38,36696.0,20,668,46130.0,24,0.278,4,Master,No,Semiurban,1,Approved
23,80889.0,5,669,16261.0,36,0.221,2,Bachelor,No,Urban,0,Approved
61,263024.0,20,683,26724.0,36,0.172,3,Master,No,Urban,3,Approved
31,44755.0,11,731,5727.0,36,0.245,1,Master,No,Semiurban,3,Approved
25,57190.0,7,648,14321.0,24,0.342,1,Master,No,Urban,2,Approved
48,43031.0,13,632,10384.0,24,0.054,3,Bachelor,No,Semiurban,1,Approved
31,42053.0,13,722,89968.0,36,0.246,2,High School,No,Rural,2,Rejected
59,128609.0,23,463,11669.0,60,0.337,0,High School,No,Rural,1,Rejected
40,37985.0,22,645,18878.0,48,0.491,1,High School,Yes,Semiurban,0,Approved
21,42376.0,3,604,19544.0,24,0.251,0,High School,No,Urban,2,Rejected
63,22971.0,24,780,6406.0,24,0.248,3,High School,No,Urban,0,Approved
